SENDER|PRICE DATE|PROFIL MI|CODE BASE SEC|SEC DSC|IBPA PRICE|MI PRICE|UPPER PRICE|LOWER PRICE|REASON
IBPA|20221110|AAM01|ADMF04CCN5|OBLIGASI BERKELANJUTAN IV ADIRA FINANCE TAHAP V TAHUN 2019 SERI C|103.101961|103.101961|104.401961|101.801961|
IBPA|20221110|AAM01|ASDF04CCN2|OBLIGASI BERKELANJUTAN IV ASTRA SEDAYA FINANCE TAHAP II TAHUN 2019 SERI C|102.981183|102.981183|104.281183|101.681183|
IBPA|20221110|AAM01|BMTR03ACN1|OBLIGASI BERKELANJUTAN III GLOBAL MEDIACOM TAHAP I TAHUN 2022 SERI A|100.962331|100.013684|102.162331|99.762331|
IBPA|20221110|AAM01|BMTR03ACN2|OBLIGASI BERKELANJUTAN III GLOBAL MEDIACOM TAHAP II TAHUN 2022 SERI A|100.009999|100.009999|101.209999|98.809999|
IBPA|20221110|AAM01|BVIC02SBCN1|OBLIGASI SUBORDINASI BERKELANJUTAN II BANK VICTORIA TAHAP I TAHUN 2019|100.114725|100.114725|102.614725|97.614725|
IBPA|20221110|AAM01|FR0056|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0056|104.308269|104.308269|104.568269|104.048269|
IBPA|20221110|AAM01|FR0059|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0059|99.393848|99.393848|99.653848|99.133848|
IBPA|20221110|AAM01|FR0065|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0065|93.491100|93.491100|93.791100|93.191100|
IBPA|20221110|AAM01|FR0068|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0068|105.968445|105.968445|106.268445|105.668445|
IBPA|20221110|AAM01|FR0070|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0070|102.375659|102.375659|102.600659|102.150659|
IBPA|20221110|AAM01|FR0071|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0071|108.215505|108.215505|108.515505|107.915505|
IBPA|20221110|AAM01|FR0072|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0072|105.273857|105.273857|105.573857|104.973857|
IBPA|20221110|AAM01|FR0075|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0075|99.617938|99.617938|99.917938|99.317938|
IBPA|20221110|AAM01|FR0076|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0076|97.240600|97.240600|97.540600|96.940600|
IBPA|20221110|AAM01|FR0078|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0078|104.507796|104.507796|104.807796|104.207796|
IBPA|20221110|AAM01|FR0080|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0080|99.902191|99.902191|100.202191|99.602191|
IBPA|20221110|AAM01|FR0081|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0081|99.299069|99.299069|99.524069|99.074069|
IBPA|20221110|AAM01|FR0082|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0082|97.681429|97.681429|97.981429|97.381429|
IBPA|20221110|AAM01|FR0083|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0083|99.725000|99.725000|100.025000|99.425000|
IBPA|20221110|AAM01|FR0086|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0086|95.449339|95.449339|95.709339|95.189339|
IBPA|20221110|AAM01|FR0087|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0087|94.579759|94.579759|94.879759|94.279759|
IBPA|20221110|AAM01|FR0090|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0090|92.617600|92.617600|92.877600|92.357600|
IBPA|20221110|AAM01|IFR0006|SBSN SERI IFR0006|119.186872|119.186872|119.486872|118.886872|
IBPA|20221110|AAM01|INKP01BCN3|OBLIGASI BERKELANJUTAN I INDAH KIAT PULP & PAPER TAHAP III TAHUN 2020 SERI B|102.675797|102.675797|104.275797|101.075797|
IBPA|20221110|AAM01|INKP02ACN2|OBLIGASI BERKELANJUTAN II INDAH KIAT PULP & PAPER TAHAP II TAHUN 2021 SERI A|100.117879|100.000000|101.317879|98.917879|
IBPA|20221110|AAM01|INKP02ACN3|OBLIGASI BERKELANJUTAN II INDAH KIAT PULP & PAPER TAHAP III TAHUN 2022 SERI A|99.961316|100.000000|101.161316|98.761316|
IBPA|20221110|AAM01|LPPI01ACN2|OBLIGASI BERKELANJUTAN I LONTAR PAPYRUS PULP & PAPER INDUSTRY TAHAP II TAHUN 2022 SERI A|99.584320|100.000000|100.784320|98.384320|
IBPA|20221110|AAM01|MDKA03ACN1|OBLIGASI BERKELANJUTAN III MERDEKA COPPER GOLD TAHAP I TAHUN 2022 SERI A|100.715771|100.168916|101.915771|99.515771|
IBPA|20221110|AAM01|OPPM02A|OBLIGASI OKI PULP & PAPER MILLS II TAHUN 2022 SERI A|101.196912|100.608436|102.396912|99.996912|
IBPA|20221110|AAM01|OPPM11XXMF|MTN OKI PULP & PAPER MILLS XI TAHUN 2021||100.000000|||
IBPA|20221110|AAM01|OPPM12XXMF|MTN OKI PULP & PAPER MILLS XII TAHUN 2020||100.000000|||
IBPA|20221110|AAM01|OTMA03C|OBLIGASI III OTO MULTIARTHA TAHUN 2019 SERI C|103.225331|103.225331|104.525331|101.925331|
IBPA|20221110|AAM01|PBS004|SBSN SERI PBS004|94.777308|94.777308|95.077308|94.477308|
IBPA|20221110|AAM01|PBS005|SBSN SERI PBS005|98.414407|98.414407|98.714407|98.114407|
IBPA|20221110|AAM01|PBS011|SBSN SERI PBS011|102.089303|102.089303|102.289303|101.889303|
IBPA|20221110|AAM01|PBS012|SBSN SERI PBS012|112.277141|112.277141|112.577141|111.977141|
IBPA|20221110|AAM01|PBS015|SBSN SERI PBS015|107.956459|107.956459|108.256459|107.656459|
IBPA|20221110|AAM01|PBS019|SBSN SERI PBS019|102.148522|102.148522|102.348522|101.948522|
IBPA|20221110|AAM01|PBS022|SBSN SERI PBS022|109.678887|109.678887|109.978887|109.378887|
IBPA|20221110|AAM01|PBS025|SBSN SERI PBS025|107.388027|107.388027|107.688027|107.088027|
IBPA|20221110|AAM01|PBS027|SBSN SERI PBS027|100.468057|100.468057|100.668057|100.268057|
IBPA|20221110|AAM01|PBS029|SBSN SERI PBS029|89.675861|89.675861|89.975861|89.375861|
IBPA|20221110|AAM01|SIAGII02CCN3|SUKUK IJARAH BERKELANJUTAN II ANEKA GAS INDUSTRI TAHAP III TAHUN 2021 SERI C|104.658680|104.658680|106.658680|102.658680|
IBPA|20221110|AAM01|SIBMTR03ACN1|SUKUK IJARAH BERKELANJUTAN III GLOBAL MEDIACOM TAHAP I TAHUN 2022 SERI A|100.548959|100.000000|101.748959|99.348959|
IBPA|20221110|AAM01|SIEXCL02ECN1|SUKUK IJARAH BERKELANJUTAN II XL AXIATA TAHAP I TAHUN 2018 SERI E|111.524332|111.524332|113.124332|109.924332|
IBPA|20221110|AAM01|SIISAT01ECN2|SUKUK IJARAH BKLJT I INDOSAT THP II TH 2015 SERI E|107.210793|107.210793|108.510793|105.910793|
IBPA|20221110|AAM01|SIMORA01ACN3|SUKUK IJARAH BERKELANJUTAN I MORATELINDO TAHAP III TAHUN 2020 SERI A|102.585190|102.585190|103.785190|101.385190|
IBPA|20221110|AAM01|SIMORA01BCN1|SUKUK IJARAH BERKELANJUTAN I MORATELINDO TAHAP I TAHUN 2019 SERI B|104.766242|104.766242|106.366242|103.166242|
