SENDER|PRICE DATE|PROFIL MI|CODE BASE SEC|SEC DSC|IBPA PRICE|MI PRICE|UPPER PRICE|LOWER PRICE|REASON
IBPA|20221108|AAM01|ADMF04CCN5|OBLIGASI BERKELANJUTAN IV ADIRA FINANCE TAHAP V TAHUN 2019 SERI C|103.101573|103.101573|104.401573|101.801573|
IBPA|20221108|AAM01|ASDF04CCN2|OBLIGASI BERKELANJUTAN IV ASTRA SEDAYA FINANCE TAHAP II TAHUN 2019 SERI C|102.980976|102.980976|104.280976|101.680976|
IBPA|20221108|AAM01|BMTR03ACN1|OBLIGASI BERKELANJUTAN III GLOBAL MEDIACOM TAHAP I TAHUN 2022 SERI A|100.918593|100.013795|102.118593|99.718593|
IBPA|20221108|AAM01|BMTR03ACN2|OBLIGASI BERKELANJUTAN III GLOBAL MEDIACOM TAHAP II TAHUN 2022 SERI A|100.043354|100.043354|101.243354|98.843354|
IBPA|20221108|AAM01|BVIC02SBCN1|OBLIGASI SUBORDINASI BERKELANJUTAN II BANK VICTORIA TAHAP I TAHUN 2019|100.074126|100.074126|102.574126|97.574126|
IBPA|20221108|AAM01|FR0056|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0056|104.216156|104.216156|104.476156|103.956156|
IBPA|20221108|AAM01|FR0059|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0059|99.283697|99.283697|99.543697|99.023697|
IBPA|20221108|AAM01|FR0065|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0065|92.861250|92.861250|93.161250|92.561250|
IBPA|20221108|AAM01|FR0068|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0068|105.770000|105.770000|106.070000|105.470000|
IBPA|20221108|AAM01|FR0070|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0070|102.315990|102.315990|102.540990|102.090990|
IBPA|20221108|AAM01|FR0071|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0071|108.034976|108.034976|108.334976|107.734976|
IBPA|20221108|AAM01|FR0072|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0072|104.897750|104.897750|105.197750|104.597750|
IBPA|20221108|AAM01|FR0075|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0075|99.435112|99.435112|99.735112|99.135112|
IBPA|20221108|AAM01|FR0076|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0076|97.192429|97.192429|97.492429|96.892429|
