SENDER|PRICE DATE|PROFIL MI|CODE BASE SEC|SEC DSC|IBPA PRICE|MI PRICE|UPPER PRICE|LOWER PRICE|REASON
IBPA|20221025|AAM01|ADMF04CCN5|OBLIGASI BERKELANJUTAN IV ADIRA FINANCE TAHAP V TAHUN 2019 SERI C|103.371791|103.371791|104.671791|102.071791|
IBPA|20221025|AAM01|ASDF04CCN2|OBLIGASI BERKELANJUTAN IV ASTRA SEDAYA FINANCE TAHAP II TAHUN 2019 SERI C|103.241996|103.241996|104.541996|101.941996|
IBPA|20221025|AAM01|BMTR03ACN1|OBLIGASI BERKELANJUTAN III GLOBAL MEDIACOM TAHAP I TAHUN 2022 SERI A|100.962455|100.014571|102.162455|99.762455|
IBPA|20221025|AAM01|BMTR03ACN2|OBLIGASI BERKELANJUTAN III GLOBAL MEDIACOM TAHAP II TAHUN 2022 SERI A|99.578283|99.578283|100.778283|98.378283|
IBPA|20221025|AAM01|BVIC02SBCN1|OBLIGASI SUBORDINASI BERKELANJUTAN II BANK VICTORIA TAHAP I TAHUN 2019|99.513598|99.513598|102.013598|97.013598|
IBPA|20221025|AAM01|FR0056|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0056|104.544474|104.544474|104.804474|104.284474|
IBPA|20221025|AAM01|FR0059|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0059|98.914444|98.914444|99.174444|98.654444|
IBPA|20221025|AAM01|FR0065|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0065|92.850598|92.850598|93.150598|92.550598|
IBPA|20221025|AAM01|FR0068|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0068|104.593400|104.593400|104.893400|104.293400|
IBPA|20221025|AAM01|FR0070|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0070|101.875643|101.875643|102.100643|101.650643|
IBPA|20221025|AAM01|FR0071|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0071|107.761015|107.761015|108.061015|107.461015|
IBPA|20221025|AAM01|FR0072|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0072|104.205000|104.205000|104.505000|103.905000|
IBPA|20221025|AAM01|FR0075|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0075|98.702645|98.702645|99.002645|98.402645|
IBPA|20221025|AAM01|FR0076|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0076|97.549857|97.549857|97.849857|97.249857|
IBPA|20221025|AAM01|FR0078|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0078|104.279167|104.279167|104.579167|103.979167|
IBPA|20221025|AAM01|FR0080|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0080|98.760000|98.760000|99.060000|98.460000|
IBPA|20221025|AAM01|FR0081|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0081|98.930887|98.930887|99.155887|98.705887|
IBPA|20221025|AAM01|FR0082|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0082|96.591250|96.591250|96.891250|96.291250|
IBPA|20221025|AAM01|FR0083|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0083|98.621283|98.621283|98.921283|98.321283|
IBPA|20221025|AAM01|FR0086|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0086|94.975500|94.975500|95.235500|94.715500|
IBPA|20221025|AAM01|FR0087|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0087|93.082889|93.082889|93.382889|92.782889|
IBPA|20221025|AAM01|FR0090|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0090|91.675476|91.675476|91.935476|91.415476|
IBPA|20221025|AAM01|IFR0006|SBSN SERI IFR0006|118.776581|118.776581|119.076581|118.476581|
IBPA|20221025|AAM01|INKP01BCN3|OBLIGASI BERKELANJUTAN I INDAH KIAT PULP & PAPER TAHAP III TAHUN 2020 SERI B|102.692040|102.692040|104.292040|101.092040|
