SENDER|PRICE DATE|PROFIL MI|CODE BASE SEC|SEC DSC|IBPA PRICE|MI PRICE|UPPER PRICE|LOWER PRICE|REASON
IBPA|20221111|AAM01|ADMF04CCN5|OBLIGASI BERKELANJUTAN IV ADIRA FINANCE TAHAP V TAHUN 2019 SERI C|103.324697|103.324697|104.624697|102.024697|
IBPA|20221111|AAM01|ASDF04CCN2|OBLIGASI BERKELANJUTAN IV ASTRA SEDAYA FINANCE TAHAP II TAHUN 2019 SERI C|103.190873|103.190873|104.490873|101.890873|
IBPA|20221111|AAM01|BMTR03ACN1|OBLIGASI BERKELANJUTAN III GLOBAL MEDIACOM TAHAP I TAHUN 2022 SERI A|101.068930|100.013629|102.268930|99.868930|
IBPA|20221111|AAM01|BMTR03ACN2|OBLIGASI BERKELANJUTAN III GLOBAL MEDIACOM TAHAP II TAHUN 2022 SERI A|100.170085|100.170085|101.370085|98.970085|
IBPA|20221111|AAM01|BVIC02SBCN1|OBLIGASI SUBORDINASI BERKELANJUTAN II BANK VICTORIA TAHAP I TAHUN 2019|100.377759|100.377759|102.877759|97.877759|
IBPA|20221111|AAM01|FR0056|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0056|104.898363|104.898363|105.158363|104.638363|
IBPA|20221111|AAM01|FR0059|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0059|99.770259|99.770259|100.030259|99.510259|
IBPA|20221111|AAM01|FR0065|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0065|93.983836|93.983836|94.439027|93.528644|
IBPA|20221111|AAM01|FR0068|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0068|106.809885|106.809885|107.265076|106.354694|
IBPA|20221111|AAM01|FR0070|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0070|102.587014|102.587014|102.812014|102.362014|
IBPA|20221111|AAM01|FR0071|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0071|108.679861|108.679861|108.979861|108.379861|
IBPA|20221111|AAM01|FR0072|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0072|105.572667|105.572667|106.027858|105.117475|
IBPA|20221111|AAM01|FR0075|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0075|100.090882|100.090882|100.546074|99.635691|
IBPA|20221111|AAM01|FR0076|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0076|97.435500|97.435500|97.890691|96.980309|
IBPA|20221111|AAM01|FR0078|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0078|104.961886|104.961886|105.261886|104.661886|
IBPA|20221111|AAM01|FR0080|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0080|100.135688|100.135688|100.590879|99.680496|
IBPA|20221111|AAM01|FR0081|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0081|99.729136|99.729136|99.954136|99.504136|
IBPA|20221111|AAM01|FR0082|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0082|98.216111|98.216111|98.516111|97.916111|
IBPA|20221111|AAM01|FR0083|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0083|100.077804|100.077804|100.532995|99.622612|
IBPA|20221111|AAM01|FR0086|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0086|95.726041|95.726041|95.986041|95.466041|
IBPA|20221111|AAM01|FR0087|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0087|95.126400|95.126400|95.426400|94.826400|
IBPA|20221111|AAM01|FR0090|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0090|93.406800|93.406800|93.666800|93.146800|
IBPA|20221111|AAM01|IFR0006|SBSN SERI IFR0006|119.398980|119.398980|119.698980|119.098980|
IBPA|20221111|AAM01|INKP01BCN3|OBLIGASI BERKELANJUTAN I INDAH KIAT PULP & PAPER TAHAP III TAHUN 2020 SERI B|102.863421|102.863421|104.463421|101.263421|
IBPA|20221111|AAM01|INKP02ACN2|OBLIGASI BERKELANJUTAN II INDAH KIAT PULP & PAPER TAHAP II TAHUN 2021 SERI A|100.112875|100.000000|101.312875|98.912875|
IBPA|20221111|AAM01|INKP02ACN3|OBLIGASI BERKELANJUTAN II INDAH KIAT PULP & PAPER TAHAP III TAHUN 2022 SERI A|99.995840|100.000000|101.195840|98.795840|
IBPA|20221111|AAM01|LPPI01ACN2|OBLIGASI BERKELANJUTAN I LONTAR PAPYRUS PULP & PAPER INDUSTRY TAHAP II TAHUN 2022 SERI A|99.644757|100.000000|100.844757|98.444757|
IBPA|20221111|AAM01|MDKA03ACN1|OBLIGASI BERKELANJUTAN III MERDEKA COPPER GOLD TAHAP I TAHUN 2022 SERI A|100.750597|100.167565|101.950597|99.550597|
IBPA|20221111|AAM01|OPPM02A|OBLIGASI OKI PULP & PAPER MILLS II TAHUN 2022 SERI A|101.247075|100.604402|102.447075|100.047075|
IBPA|20221111|AAM01|OPPM11XXMF|MTN OKI PULP & PAPER MILLS XI TAHUN 2021||100.000000|||
IBPA|20221111|AAM01|OPPM12XXMF|MTN OKI PULP & PAPER MILLS XII TAHUN 2020||100.000000|||
IBPA|20221111|AAM01|OTMA03C|OBLIGASI III OTO MULTIARTHA TAHUN 2019 SERI C|103.442194|103.442194|104.742194|102.142194|
IBPA|20221111|AAM01|PBS004|SBSN SERI PBS004|94.981573|94.981573|95.436765|94.526382|
IBPA|20221111|AAM01|PBS005|SBSN SERI PBS005|98.641252|98.641252|99.096444|98.186061|
IBPA|20221111|AAM01|PBS011|SBSN SERI PBS011|102.214838|102.214838|102.414838|102.014838|
IBPA|20221111|AAM01|PBS012|SBSN SERI PBS012|112.538852|112.538852|112.838852|112.238852|
IBPA|20221111|AAM01|PBS015|SBSN SERI PBS015|108.225962|108.225962|108.681153|107.770771|
IBPA|20221111|AAM01|PBS019|SBSN SERI PBS019|102.253484|102.253484|102.453484|102.053484|
IBPA|20221111|AAM01|PBS022|SBSN SERI PBS022|109.945553|109.945553|110.400745|109.490362|
IBPA|20221111|AAM01|PBS025|SBSN SERI PBS025|107.678957|107.678957|108.134148|107.223765|
IBPA|20221111|AAM01|PBS027|SBSN SERI PBS027|100.557926|100.557926|100.757926|100.357926|
IBPA|20221111|AAM01|PBS029|SBSN SERI PBS029|89.809515|89.809515|90.264707|89.354324|
IBPA|20221111|AAM01|SIAGII02CCN3|SUKUK IJARAH BERKELANJUTAN II ANEKA GAS INDUSTRI TAHAP III TAHUN 2021 SERI C|105.072160|105.072160|107.072160|103.072160|
IBPA|20221111|AAM01|SIBMTR03ACN1|SUKUK IJARAH BERKELANJUTAN III GLOBAL MEDIACOM TAHAP I TAHUN 2022 SERI A|100.668055|100.000000|101.868055|99.468055|
IBPA|20221111|AAM01|SIEXCL02ECN1|SUKUK IJARAH BERKELANJUTAN II XL AXIATA TAHAP I TAHUN 2018 SERI E|111.990860|111.990860|113.590860|110.390860|
IBPA|20221111|AAM01|SIISAT01ECN2|SUKUK IJARAH BKLJT I INDOSAT THP II TH 2015 SERI E|107.450323|107.450323|108.750323|106.150323|
IBPA|20221111|AAM01|SIMORA01ACN3|SUKUK IJARAH BERKELANJUTAN I MORATELINDO TAHAP III TAHUN 2020 SERI A|102.741769|102.741769|103.941769|101.541769|
IBPA|20221111|AAM01|SIMORA01BCN1|SUKUK IJARAH BERKELANJUTAN I MORATELINDO TAHAP I TAHUN 2019 SERI B|104.987319|104.987319|106.587319|103.387319|
IBPA|20221111|AAM01|SIMORA01BCN2|SUKUK IJARAH BERKELANJUTAN I MORATELINDO TAHAP II TAHUN 2020 SERI B|106.586661|106.586661|108.186661|104.986661|
IBPA|20221111|AAM01|SIMORA01BCN3|SUKUK IJARAH BERKELANJUTAN I MORATELINDO TAHAP III TAHUN 2020 SERI B|106.822148|106.822148|108.422148|105.222148|
