SENDER|PRICE DATE|PROFIL MI|CODE BASE SEC|SEC DSC|IBPA PRICE|MI PRICE|UPPER PRICE|LOWER PRICE|REASON
IBPA|20221104|AAM01|ADMF04CCN5|OBLIGASI BERKELANJUTAN IV ADIRA FINANCE TAHAP V TAHUN 2019 SERI C|103.002765|103.002765|104.302765|101.702765|
IBPA|20221104|AAM01|ASDF04CCN2|OBLIGASI BERKELANJUTAN IV ASTRA SEDAYA FINANCE TAHAP II TAHUN 2019 SERI C|102.877703|102.877703|104.177703|101.577703|
IBPA|20221104|AAM01|BMTR03ACN1|OBLIGASI BERKELANJUTAN III GLOBAL MEDIACOM TAHAP I TAHUN 2022 SERI A|100.837069|100.014017|102.037069|99.637069|
IBPA|20221104|AAM01|BMTR03ACN2|OBLIGASI BERKELANJUTAN III GLOBAL MEDIACOM TAHAP II TAHUN 2022 SERI A|99.921079|99.921079|101.121079|98.721079|
IBPA|20221104|AAM01|BVIC02SBCN1|OBLIGASI SUBORDINASI BERKELANJUTAN II BANK VICTORIA TAHAP I TAHUN 2019|100.141906|100.141906|102.641906|97.641906|
IBPA|20221104|AAM01|FR0056|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0056|103.971429|103.971429|104.231429|103.711429|
IBPA|20221104|AAM01|FR0059|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0059|99.039610|99.039610|99.299610|98.779610|
IBPA|20221104|AAM01|FR0065|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0065|92.882300|92.882300|93.182300|92.582300|
IBPA|20221104|AAM01|FR0068|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0068|105.525000|105.525000|105.825000|105.225000|
IBPA|20221104|AAM01|FR0070|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0070|102.185620|102.185620|102.410620|101.960620|
IBPA|20221104|AAM01|FR0071|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0071|108.042259|108.042259|108.342259|107.742259|
IBPA|20221104|AAM01|FR0072|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0072|104.800000|104.800000|105.100000|104.500000|
IBPA|20221104|AAM01|FR0075|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0075|99.434721|99.434721|99.734721|99.134721|
IBPA|20221104|AAM01|FR0076|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0076|97.232000|97.232000|97.532000|96.932000|
IBPA|20221104|AAM01|FR0078|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0078|104.316901|104.316901|104.616901|104.016901|
IBPA|20221104|AAM01|FR0080|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0080|99.514874|99.514874|99.814874|99.214874|
IBPA|20221104|AAM01|FR0081|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0081|99.100000|99.100000|99.325000|98.875000|
IBPA|20221104|AAM01|FR0082|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0082|97.433333|97.433333|97.733333|97.133333|
IBPA|20221104|AAM01|FR0083|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0083|99.091962|99.091962|99.391962|98.791962|
IBPA|20221104|AAM01|FR0086|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0086|95.370141|95.370141|95.630141|95.110141|
IBPA|20221104|AAM01|FR0087|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0087|93.885709|93.885709|94.185709|93.585709|
IBPA|20221104|AAM01|FR0090|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0090|92.532000|92.532000|92.792000|92.272000|
IBPA|20221104|AAM01|IFR0006|SBSN SERI IFR0006|119.340844|119.340844|119.640844|119.040844|
IBPA|20221104|AAM01|INKP01BCN3|OBLIGASI BERKELANJUTAN I INDAH KIAT PULP & PAPER TAHAP III TAHUN 2020 SERI B|102.512573|102.512573|104.112573|100.912573|
IBPA|20221104|AAM01|INKP02ACN2|OBLIGASI BERKELANJUTAN II INDAH KIAT PULP & PAPER TAHAP II TAHUN 2021 SERI A|100.135051|100.000000|101.335051|98.935051|
IBPA|20221104|AAM01|INKP02ACN3|OBLIGASI BERKELANJUTAN II INDAH KIAT PULP & PAPER TAHAP III TAHUN 2022 SERI A|99.928466|100.000000|101.128466|98.728466|
IBPA|20221104|AAM01|LPPI01ACN2|OBLIGASI BERKELANJUTAN I LONTAR PAPYRUS PULP & PAPER INDUSTRY TAHAP II TAHUN 2022 SERI A|99.426164|100.000000|100.626164|98.226164|
IBPA|20221104|AAM01|MDKA03ACN1|OBLIGASI BERKELANJUTAN III MERDEKA COPPER GOLD TAHAP I TAHUN 2022 SERI A|100.712526|100.177024|101.912526|99.512526|
IBPA|20221104|AAM01|OPPM02A|OBLIGASI OKI PULP & PAPER MILLS II TAHUN 2022 SERI A|101.188315|100.632640|102.388315|99.988315|
IBPA|20221104|AAM01|OPPM11XXMF|MTN OKI PULP & PAPER MILLS XI TAHUN 2021||100.000000|||
IBPA|20221104|AAM01|OPPM12XXMF|MTN OKI PULP & PAPER MILLS XII TAHUN 2020||100.000000|||
IBPA|20221104|AAM01|OTMA03C|OBLIGASI III OTO MULTIARTHA TAHUN 2019 SERI C|103.040085|103.040085|104.340085|101.740085|
IBPA|20221104|AAM01|PBS004|SBSN SERI PBS004|94.390136|94.390136|94.690136|94.090136|
IBPA|20221104|AAM01|PBS005|SBSN SERI PBS005|97.725175|97.725175|98.025175|97.425175|
IBPA|20221104|AAM01|PBS011|SBSN SERI PBS011|102.055988|102.055988|102.255988|101.855988|
IBPA|20221104|AAM01|PBS012|SBSN SERI PBS012|111.906314|111.906314|112.206314|111.606314|
IBPA|20221104|AAM01|PBS015|SBSN SERI PBS015|107.403494|107.403494|107.703494|107.103494|
IBPA|20221104|AAM01|PBS019|SBSN SERI PBS019|102.050027|102.050027|102.250027|101.850027|
IBPA|20221104|AAM01|PBS022|SBSN SERI PBS022|109.304348|109.304348|109.604348|109.004348|
IBPA|20221104|AAM01|PBS025|SBSN SERI PBS025|107.033871|107.033871|107.333871|106.733871|
IBPA|20221104|AAM01|PBS027|SBSN SERI PBS027|100.425685|100.425685|100.625685|100.225685|
IBPA|20221104|AAM01|PBS029|SBSN SERI PBS029|89.601000|89.601000|89.901000|89.301000|
IBPA|20221104|AAM01|SIAGII02CCN3|SUKUK IJARAH BERKELANJUTAN II ANEKA GAS INDUSTRI TAHAP III TAHUN 2021 SERI C|104.663953|104.663953|106.663953|102.663953|
