SENDER|PRICE DATE|PROFIL MI|CODE BASE SEC|SEC DSC|IBPA PRICE|MI PRICE|UPPER PRICE|LOWER PRICE|REASON
IBPA|20221102|AAM01|ADMF04CCN5|OBLIGASI BERKELANJUTAN IV ADIRA FINANCE TAHAP V TAHUN 2019 SERI C|103.159106|103.159106|104.459106|101.859106|
IBPA|20221102|AAM01|ASDF04CCN2|OBLIGASI BERKELANJUTAN IV ASTRA SEDAYA FINANCE TAHAP II TAHUN 2019 SERI C|103.029473|103.029473|104.329473|101.729473|
IBPA|20221102|AAM01|BMTR03ACN1|OBLIGASI BERKELANJUTAN III GLOBAL MEDIACOM TAHAP I TAHUN 2022 SERI A|100.898493|100.014127|102.098493|99.698493|
IBPA|20221102|AAM01|BMTR03ACN2|OBLIGASI BERKELANJUTAN III GLOBAL MEDIACOM TAHAP II TAHUN 2022 SERI A|99.774694|99.774694|100.974694|98.574694|
IBPA|20221102|AAM01|BVIC02SBCN1|OBLIGASI SUBORDINASI BERKELANJUTAN II BANK VICTORIA TAHAP I TAHUN 2019|100.245843|100.245843|102.745843|97.745843|
IBPA|20221102|AAM01|FR0056|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0056|104.429229|104.429229|104.689229|104.169229|
IBPA|20221102|AAM01|FR0059|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0059|99.518703|99.518703|99.778703|99.258703|
IBPA|20221102|AAM01|FR0065|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0065|92.923333|92.923333|93.255114|92.591552|
IBPA|20221102|AAM01|FR0068|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0068|105.983824|105.983824|106.315604|105.652043|
IBPA|20221102|AAM01|FR0070|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0070|102.332066|102.332066|102.557066|102.107066|
IBPA|20221102|AAM01|FR0071|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0071|108.341681|108.341681|108.641681|108.041681|
IBPA|20221102|AAM01|FR0072|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0072|104.918667|104.918667|105.250448|104.586886|
IBPA|20221102|AAM01|FR0075|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0075|99.587997|99.587997|99.919777|99.256216|
IBPA|20221102|AAM01|FR0076|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0076|97.477033|97.477033|97.808814|97.145252|
IBPA|20221102|AAM01|FR0078|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0078|104.606564|104.606564|104.906564|104.306564|
IBPA|20221102|AAM01|FR0080|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0080|99.672886|99.672886|100.004667|99.341105|
IBPA|20221102|AAM01|FR0081|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0081|99.195444|99.195444|99.420444|98.970444|
