SENDER|PRICE DATE|PROFIL MI|CODE BASE SEC|SEC DSC|IBPA PRICE|MI PRICE|UPPER PRICE|LOWER PRICE|REASON
IBPA|20221117|AAM01|ADMF04CCN5|OBLIGASI BERKELANJUTAN IV ADIRA FINANCE TAHAP V TAHUN 2019 SERI C|103.485924|103.485924|104.785924|102.185924|
IBPA|20221117|AAM01|ASDF04CCN2|OBLIGASI BERKELANJUTAN IV ASTRA SEDAYA FINANCE TAHAP II TAHUN 2019 SERI C|103.327204|103.327204|104.627204|102.027204|
IBPA|20221117|AAM01|BMTR03ACN1|OBLIGASI BERKELANJUTAN III GLOBAL MEDIACOM TAHAP I TAHUN 2022 SERI A|101.070463|100.013296|102.270463|99.870463|
IBPA|20221117|AAM01|BMTR03ACN2|OBLIGASI BERKELANJUTAN III GLOBAL MEDIACOM TAHAP II TAHUN 2022 SERI A|100.257776|100.257776|101.457776|99.057776|
IBPA|20221117|AAM01|BVIC02SBCN1|OBLIGASI SUBORDINASI BERKELANJUTAN II BANK VICTORIA TAHAP I TAHUN 2019|100.577206|100.577206|103.077206|98.077206|
IBPA|20221117|AAM01|FR0056|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0056|105.051143|105.051143|105.311143|104.791143|
IBPA|20221117|AAM01|FR0059|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0059|100.516522|100.516522|100.776522|100.256522|
IBPA|20221117|AAM01|FR0065|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0065|94.946085|94.946085|95.247290|94.644879|
IBPA|20221117|AAM01|FR0068|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0068|107.177444|107.177444|107.478650|106.876239|
IBPA|20221117|AAM01|FR0070|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0070|102.733289|102.733289|102.958289|102.508289|
IBPA|20221117|AAM01|FR0071|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0071|109.756000|109.756000|110.056000|109.456000|
IBPA|20221117|AAM01|FR0072|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0072|106.960429|106.960429|107.261634|106.659223|
IBPA|20221117|AAM01|FR0075|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0075|101.300500|101.300500|101.601705|100.999295|
IBPA|20221117|AAM01|FR0076|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0076|99.529800|99.529800|99.831005|99.228595|
IBPA|20221117|AAM01|FR0078|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0078|105.985330|105.985330|106.285330|105.685330|
IBPA|20221117|AAM01|FR0080|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0080|101.699833|101.699833|102.001039|101.398628|
IBPA|20221117|AAM01|FR0081|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0081|99.791341|99.791341|100.016341|99.566341|
IBPA|20221117|AAM01|FR0082|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0082|99.320000|99.320000|99.620000|99.020000|
IBPA|20221117|AAM01|FR0083|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0083|101.436375|101.436375|101.737580|101.135170|
IBPA|20221117|AAM01|FR0086|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0086|96.126554|96.126554|96.386554|95.866554|
IBPA|20221117|AAM01|FR0087|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0087|96.363251|96.363251|96.663251|96.063251|
IBPA|20221117|AAM01|FR0090|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0090|93.789967|93.789967|94.049967|93.529967|
IBPA|20221117|AAM01|IFR0006|SBSN SERI IFR0006|120.354568|120.354568|120.654568|120.054568|
IBPA|20221117|AAM01|INKP01BCN3|OBLIGASI BERKELANJUTAN I INDAH KIAT PULP & PAPER TAHAP III TAHUN 2020 SERI B|102.961339|102.961339|104.561339|101.361339|
IBPA|20221117|AAM01|INKP02ACN2|OBLIGASI BERKELANJUTAN II INDAH KIAT PULP & PAPER TAHAP II TAHUN 2021 SERI A|100.059167|100.000000|101.259167|98.859167|
IBPA|20221117|AAM01|INKP02ACN3|OBLIGASI BERKELANJUTAN II INDAH KIAT PULP & PAPER TAHAP III TAHUN 2022 SERI A|99.950619|100.000000|101.150619|98.750619|
IBPA|20221117|AAM01|INKP02BCN1|OBLIGASI BERKELANJUTAN II INDAH KIAT PULP & PAPER TAHAP I TAHUN 2021 SERI B|101.951918|102.100000|103.551918|100.351918|
IBPA|20221117|AAM01|LPPI01ACN2|OBLIGASI BERKELANJUTAN I LONTAR PAPYRUS PULP & PAPER INDUSTRY TAHAP II TAHUN 2022 SERI A|99.625399|100.000000|100.825399|98.425399|
IBPA|20221117|AAM01|MDKA03ACN1|OBLIGASI BERKELANJUTAN III MERDEKA COPPER GOLD TAHAP I TAHUN 2022 SERI A|100.671185|100.159457|101.871185|99.471185|
IBPA|20221117|AAM01|OPPM02A|OBLIGASI OKI PULP & PAPER MILLS II TAHUN 2022 SERI A|101.166131|100.580199|102.366131|99.966131|
IBPA|20221117|AAM01|OPPM11XXMF|MTN OKI PULP & PAPER MILLS XI TAHUN 2021||100.000000|||
IBPA|20221117|AAM01|OPPM12XXMF|MTN OKI PULP & PAPER MILLS XII TAHUN 2020||100.000000|||
IBPA|20221117|AAM01|OTMA03C|OBLIGASI III OTO MULTIARTHA TAHUN 2019 SERI C|103.592297|103.592297|104.892297|102.292297|
IBPA|20221117|AAM01|PBS004|SBSN SERI PBS004|95.712927|95.712927|96.014133|95.411722|
IBPA|20221117|AAM01|PBS005|SBSN SERI PBS005|99.620280|99.620280|99.921485|99.319074|
IBPA|20221117|AAM01|PBS011|SBSN SERI PBS011|102.188830|102.188830|102.388830|101.988830|
IBPA|20221117|AAM01|PBS012|SBSN SERI PBS012|113.191890|113.191890|113.491890|112.891890|
IBPA|20221117|AAM01|PBS015|SBSN SERI PBS015|109.584750|109.584750|109.885956|109.283545|
IBPA|20221117|AAM01|PBS019|SBSN SERI PBS019|102.186063|102.186063|102.386063|101.986063|
IBPA|20221117|AAM01|PBS022|SBSN SERI PBS022|110.820456|110.820456|111.121661|110.519250|
IBPA|20221117|AAM01|PBS025|SBSN SERI PBS025|108.164004|108.164004|108.465210|107.862799|
IBPA|20221117|AAM01|PBS027|SBSN SERI PBS027|100.545553|100.545553|100.745553|100.345553|
IBPA|20221117|AAM01|PBS029|SBSN SERI PBS029|90.557281|90.557281|90.858487|90.256076|
IBPA|20221117|AAM01|SIAGII02CCN3|SUKUK IJARAH BERKELANJUTAN II ANEKA GAS INDUSTRI TAHAP III TAHUN 2021 SERI C|105.657386|105.657386|107.657386|103.657386|
IBPA|20221117|AAM01|SIBMTR03ACN1|SUKUK IJARAH BERKELANJUTAN III GLOBAL MEDIACOM TAHAP I TAHUN 2022 SERI A|100.688766|100.000000|101.888766|99.488766|
IBPA|20221117|AAM01|SIEXCL02ECN1|SUKUK IJARAH BERKELANJUTAN II XL AXIATA TAHAP I TAHUN 2018 SERI E|112.687428|112.687428|114.287428|111.087428|
IBPA|20221117|AAM01|SIISAT01ECN2|SUKUK IJARAH BKLJT I INDOSAT THP II TH 2015 SERI E|107.597148|107.597148|108.897148|106.297148|
