SENDER|PRICE DATE|PROFIL MI|CODE BASE SEC|SEC DSC|IBPA PRICE|MI PRICE|UPPER PRICE|LOWER PRICE|REASON
IBPA|20221118|AAM01|ADMF04CCN5|OBLIGASI BERKELANJUTAN IV ADIRA FINANCE TAHAP V TAHUN 2019 SERI C|103.421190|103.421190|104.721190|102.121190|
IBPA|20221118|AAM01|ASDF04CCN2|OBLIGASI BERKELANJUTAN IV ASTRA SEDAYA FINANCE TAHAP II TAHUN 2019 SERI C|103.251568|103.251568|104.551568|101.951568|
IBPA|20221118|AAM01|BMTP01BCN1|OBLIGASI BERKELANJUTAN I BANK MANDIRI TASPEN TAHAP I TAHUN 2019 SERI B|100.600000|101.900000|101.900000|99.300000|
IBPA|20221118|AAM01|BMTR03ACN1|OBLIGASI BERKELANJUTAN III GLOBAL MEDIACOM TAHAP I TAHUN 2022 SERI A|101.000271|100.013241|102.200271|99.800271|
IBPA|20221118|AAM01|BMTR03ACN2|OBLIGASI BERKELANJUTAN III GLOBAL MEDIACOM TAHAP II TAHUN 2022 SERI A|100.182049|100.182049|101.382049|98.982049|
IBPA|20221118|AAM01|BVIC02SBCN1|OBLIGASI SUBORDINASI BERKELANJUTAN II BANK VICTORIA TAHAP I TAHUN 2019|100.693606|100.693606|103.193606|98.193606|
IBPA|20221118|AAM01|FR0056|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0056|105.162000|105.162000|105.422000|104.902000|
IBPA|20221118|AAM01|FR0059|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0059|100.275947|100.275947|100.535947|100.015947|
IBPA|20221118|AAM01|FR0065|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0065|94.800000|94.800000|95.100000|94.500000|
IBPA|20221118|AAM01|FR0068|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0068|107.338864|107.338864|107.638864|107.038864|
IBPA|20221118|AAM01|FR0070|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0070|102.662137|102.662137|102.887137|102.437137|
IBPA|20221118|AAM01|FR0071|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0071|109.788500|109.788500|110.088500|109.488500|
IBPA|20221118|AAM01|FR0072|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0072|107.012500|107.012500|107.312500|106.712500|
IBPA|20221118|AAM01|FR0075|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0075|101.204655|101.204655|101.504655|100.904655|
IBPA|20221118|AAM01|FR0076|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0076|99.886333|99.886333|100.186333|99.586333|
IBPA|20221118|AAM01|FR0078|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0078|106.071000|106.071000|106.371000|105.771000|
IBPA|20221118|AAM01|FR0080|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0080|101.796800|101.796800|102.096800|101.496800|
IBPA|20221118|AAM01|FR0081|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0081|99.516221|99.516221|99.741221|99.291221|
IBPA|20221118|AAM01|FR0082|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0082|99.200000|99.200000|99.500000|98.900000|
IBPA|20221118|AAM01|FR0083|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0083|101.432502|101.432502|101.732502|101.132502|
IBPA|20221118|AAM01|FR0086|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0086|96.047317|96.047317|96.307317|95.787317|
IBPA|20221118|AAM01|FR0087|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0087|96.181907|96.181907|96.481907|95.881907|
IBPA|20221118|AAM01|FR0090|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0090|93.676000|93.676000|93.936000|93.416000|
