SENDER|PRICE DATE|PROFIL MI|CODE BASE SEC|SEC DSC|IBPA PRICE|MI PRICE|UPPER PRICE|LOWER PRICE|REASON
IBPA|20221031|AAM01|ADMF04CCN5|OBLIGASI BERKELANJUTAN IV ADIRA FINANCE TAHAP V TAHUN 2019 SERI C|103.271249|103.271249|104.571249|101.971249|
IBPA|20221031|AAM01|ASDF04CCN2|OBLIGASI BERKELANJUTAN IV ASTRA SEDAYA FINANCE TAHAP II TAHUN 2019 SERI C|103.145158|103.145158|104.445158|101.845158|
IBPA|20221031|AAM01|BMTR03ACN1|OBLIGASI BERKELANJUTAN III GLOBAL MEDIACOM TAHAP I TAHUN 2022 SERI A|100.921264|100.014238|102.121264|99.721264|
IBPA|20221031|AAM01|BMTR03ACN2|OBLIGASI BERKELANJUTAN III GLOBAL MEDIACOM TAHAP II TAHUN 2022 SERI A|99.568326|99.568326|100.768326|98.368326|
IBPA|20221031|AAM01|BVIC02SBCN1|OBLIGASI SUBORDINASI BERKELANJUTAN II BANK VICTORIA TAHAP I TAHUN 2019|99.940624|99.940624|102.440624|97.440624|
IBPA|20221031|AAM01|FR0056|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0056|103.806682|103.806682|104.066682|103.546682|
IBPA|20221031|AAM01|FR0059|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0059|99.152533|99.152533|99.412533|98.892533|
IBPA|20221031|AAM01|FR0065|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0065|92.098362|92.098362|92.398362|91.798362|
IBPA|20221031|AAM01|FR0068|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0068|104.835940|104.835940|105.135940|104.535940|
IBPA|20221031|AAM01|FR0070|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0070|102.183259|102.183259|102.408259|101.958259|
IBPA|20221031|AAM01|FR0071|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0071|107.900359|107.900359|108.200359|107.600359|
IBPA|20221031|AAM01|FR0072|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0072|104.025000|104.025000|104.325000|103.725000|
IBPA|20221031|AAM01|FR0075|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0075|99.346000|99.346000|99.646000|99.046000|
IBPA|20221031|AAM01|FR0076|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0076|97.613000|97.613000|97.913000|97.313000|
IBPA|20221031|AAM01|FR0078|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0078|104.168559|104.168559|104.468559|103.868559|
IBPA|20221031|AAM01|FR0080|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0080|98.803840|98.803840|99.103840|98.503840|
IBPA|20221031|AAM01|FR0081|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0081|98.934773|98.934773|99.159773|98.709773|
IBPA|20221031|AAM01|FR0082|OBLIGASI NEGARA REPUBLIK INDONESIA SERI FR0082|96.947665|96.947665|97.247665|96.647665|
